picada,placa,codigo,comum,cap,dap,cc,hc,qf,g,volume,cientifico,familia,obs,categoria,coordx,coordy
6,246,467,Pinho cuiabano,173,55.07,55,14,1,0.2382,2.334,"Schizolobium amazonicum Huber ex Ducke,",Caesalpiniaceae,,Explorável,587136.383,8896040.252
6,247,168,Cedro rosa,151,48.06,45,14,2,0.1814,1.7782,"Cedrela odorata L,",Meliaceae,,Corte futuro,587055.41,8896042.504
6,248,192,Cumaru ferro,229,72.89,75,15,1,0.4173,4.3818,"Dipteryx odorata (Aubl,) Willd,",Fabaceae,,Explorável,587028.198,8896031.337
6,249,170,Cerejeira,162,51.57,55,15,1,0.2088,2.1929,"Amburana acreana (Ducke) A, C, Sm,",Fabaceae,,Porta Semente,587063.452,8896009.222
7,250,160,Caucho,214,68.12,65,12,3,0.3644,3.0612,"Castilla ulei Warb,",Moraceae,,Porta Semente,587045.754,8896008.133
7,251,610,Amarelão,182,57.93,55,16,1,0.2636,2.9522,Aspidosperma williamsii Duarte,Apocynaceae,,Explorável,587070.764,8895982.122
7,252,505,Seringueira,,,#VALUE!,,,,,"Hevea brasiliensis (Willd, ex A, Juss) M³ll, Arg",Euphorbiaceae,,Proibida,587128.004,8895997.963
7,253,160,Caucho,210,66.85,65,13,1,0.3509,3.1935,"Castilla ulei Warb,",Moraceae,,Explorável,587136.029,8896003.838
7,254,255,Garapeira,188,59.84,55,17,1,0.2813,3.347,Apuleia molaris Spruce ex Benth,Caesalpiniaceae,,Explorável,587140.884,8896005.597
7,255,160,Caucho,179,56.98,55,13,1,0.255,2.3203,"Castilla ulei Warb,",Moraceae,,Explorável,587155.279,8896008.407
7,256,528,Tamarina,178,56.66,55,11,1,0.2521,1.9414,"Dialium guianense (Aubl,) Sandwith",Caesalpiniaceae,,Explorável,587170.487,8896009.502
8,289,571,Castanharana branca,157,49.97,45,16,1,0.1962,2.1969,"Eschweilera juruensis R, Knuth",Lecythidaceae,,Corte futuro,588732.771,8896046.58
8,290,462,Pereiro,282,89.76,85,13,2,0.6328,5.7588,"Aspidosperma macrocarpon Mart,",Apocynaceae,,Rara,588721.928,8896053.215
8,291,154,Castanharana vermelha,251,79.9,75,20,1,0.5013,7.0188,"Eschweilera odora (Poepp, Ex Berg,) Miers",Lecythidaceae,,Explorável,588723.94,8896071.719
8,327,154,Castanharana vermelha,283,90.08,95,17,1,0.6373,7.5842,"Eschweilera odora (Poepp, Ex Berg,) Miers",Lecythidaceae,,Explorável,587151.889,8895951.323
8,328,160,Caucho,153,48.7,45,13,3,0.1863,1.6952,"Castilla ulei Warb,",Moraceae,Oco,Corte futuro,587099.925,8895932.495
8,329,192,Cumaru ferro,190,60.48,65,16,1,0.2873,3.2175,"Dipteryx odorata (Aubl,) Willd,",Fabaceae,,Porta Semente,587097.881,8895937.996
9,330,160,Caucho,123,39.15,35,11,2,0.1204,0.927,"Castilla ulei Warb,",Moraceae,,Corte futuro,587084.17,8895875.756
9,331,528,Tamarina,167,53.16,55,14,2,0.2219,2.1749,"Dialium guianense (Aubl,) Sandwith",Caesalpiniaceae,,Porta Semente,587101.965,8895871.487
9,332,160,Caucho,195,62.07,65,13,1,0.3026,2.7536,"Castilla ulei Warb,",Moraceae,,Explorável,587132.432,8895867.956
9,333,160,Caucho,220,70.03,75,15,1,0.3852,4.0441,"Castilla ulei Warb,",Moraceae,,Explorável,587181.01,8895865.949
9,371,516,Sumauma preta,295,93.9,95,19,1,0.6925,9.2106,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,Explorável,588726.632,8895996.899
9,372,382,Mogno/Aguano,116,36.92,35,14,1,0.1071,1.0494,Swietenia macrophylla King,Meliaceae,,Proibida,588734.825,8895999.956
10,373,571,Castanharana branca,200,63.66,65,18,1,0.3183,4.0107,"Eschweilera juruensis R, Knuth",Lecythidaceae,,Explorável,588781.526,8895966.503
10,394,160,Caucho,182,57.93,55,11,1,0.2636,2.0297,"Castilla ulei Warb,",Moraceae,,APP,587090.513,8895827.37
10,395,246,Figueira,311,98.99,95,14,1,0.7697,7.5429,"Ficus maxima Mill,",Moraceae,,APP,587054.675,8895832.34
10,396,255,Garapeira,210,66.85,65,17,1,0.3509,4.1761,Apuleia molaris Spruce ex Benth,Caesalpiniaceae,,APP,587054.573,8895831.877
10,397,716,Manitê,295,93.9,95,16,1,0.6925,7.7563,"Brosimum alicastrum Sw, subsp, bolivarense (Pittier) C, C, Berg",Moraceae,,APP,587028.507,8895838.9
11,398,160,Caucho,192,61.12,65,15,1,0.2934,3.0802,"Castilla ulei Warb,",Moraceae,,APP,587030.333,8895803.649
11,399,516,Sumauma preta,194,61.75,65,15,2,0.2995,3.1447,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,APP,587036.45,8895798.87
11,400,40,Angelim,195,62.07,65,15,1,0.3026,3.1772,Hymenolobium excelsum Ducke,Fabaceae,,APP,587076.911,8895798.838
11,401,75,Bálsamo,150,47.75,45,15,1,0.179,1.88,"Myroxylon balsamum (L,) Harms",Fabaceae,,APP,587077.424,8895798.28
11,402,154,Castanharana vermelha,267,84.99,85,17,1,0.5673,6.7509,"Eschweilera odora (Poepp, Ex Berg,) Miers",Lecythidaceae,,APP,587098.953,8895803.298
11,403,160,Caucho,198,63.03,65,15,1,0.312,3.2757,"Castilla ulei Warb,",Moraceae,,APP,587113.458,8895810.233
11,404,505,Seringueira,,,#VALUE!,,,,,"Hevea brasiliensis (Willd, ex A, Juss) M³ll, Arg",Euphorbiaceae,,APP,587115.819,8895794.555
11,405,255,Garapeira,295,93.9,95,15,2,0.6925,7.2715,Apuleia molaris Spruce ex Benth,Caesalpiniaceae,,APP,587116.756,8895794.599
11,406,516,Sumauma preta,270,85.94,85,16,1,0.5801,6.4973,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,Explorável,587136.259,8895813.024
11,407,192,Cumaru ferro,292,92.95,95,16,1,0.6785,7.5993,"Dipteryx odorata (Aubl,) Willd,",Fabaceae,,Explorável,587189.502,8895794.581
11,410,255,Garapeira,270,85.94,85,18,1,0.5801,7.3095,Apuleia molaris Spruce ex Benth,Caesalpiniaceae,,APP,587189.883,8895766.016
12,430,182,Copaíba,273,86.9,85,12,1,0.5931,4.9819,Copaifera multijuga Hayne,Caesalpiniaceae,,Explorável,588779.567,8895879.257
12,454,192,Cumaru ferro,254,80.85,85,18,1,0.5134,6.4689,"Dipteryx odorata (Aubl,) Willd,",Fabaceae,,APP,587097.315,8895729.499
12,455,170,Cerejeira,308,98.04,95,17,3,0.7549,8.9834,"Amburana acreana (Ducke) A, C, Sm,",Fabaceae,Oco,APP,587079.982,8895746.261
12,456,192,Cumaru ferro,283,90.08,95,15,1,0.6373,6.6919,"Dipteryx odorata (Aubl,) Willd,",Fabaceae,,Explorável,587076.928,8895733.219
12,457,160,Caucho,229,72.89,75,18,2,0.4173,5.2581,"Castilla ulei Warb,",Moraceae,,Explorável,587036.629,8895755.152
13,458,160,Caucho,143,45.52,45,12,1,0.1627,1.3669,"Castilla ulei Warb,",Moraceae,,Corte futuro,587044.644,8895683.767
13,459,571,Castanharana branca,175,55.7,55,17,1,0.2437,2.9001,"Eschweilera juruensis R, Knuth",Lecythidaceae,,Explorável,587079.143,8895683.925
13,460,528,Tamarina,158,50.29,55,12,2,0.1987,1.6687,"Dialium guianense (Aubl,) Sandwith",Caesalpiniaceae,,Porta Semente,587074.267,8895684.965
13,461,516,Sumauma preta,280,89.13,85,15,2,0.6239,6.5508,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,Explorável,587081.904,8895689.915
13,462,160,Caucho,220,70.03,75,14,2,0.3852,3.7745,"Castilla ulei Warb,",Moraceae,,Explorável,587085.15,8895672.038
13,463,571,Castanharana branca,182,57.93,55,15,1,0.2636,2.7677,"Eschweilera juruensis R, Knuth",Lecythidaceae,,Explorável,587083.386,8895668.187
13,464,536,Tauari,187,59.52,55,20,1,0.2783,3.8958,"Couratari macrosperma A, C, Sm,",Lecythidaceae,,Rara,587097.119,8895697.793
13,465,192,Cumaru ferro,273,86.9,85,17,1,0.5931,7.0577,"Dipteryx odorata (Aubl,) Willd,",Fabaceae,,APP,587132.857,8895716.364
13,466,246,Figueira,270,85.94,85,15,1,0.5801,6.0913,"Ficus maxima Mill,",Moraceae,,APP,587163.042,8895710.582
13,467,610,Amarelão,148,47.11,45,16,1,0.1743,1.9522,Aspidosperma williamsii Duarte,Apocynaceae,,APP,587161.405,8895717.751
13,468,154,Castanharana vermelha,251,79.9,75,18,1,0.5013,6.317,"Eschweilera odora (Poepp, Ex Berg,) Miers",Lecythidaceae,,APP,587192.933,8895685.783
14,496,516,Sumauma preta,183,58.25,55,15,1,0.2665,2.7982,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,Explorável,588843.988,8895785.174
14,497,255,Garapeira,305,97.08,95,14,1,0.7403,7.2546,Apuleia molaris Spruce ex Benth,Caesalpiniaceae,,Explorável,588816.924,8895785.982
14,526,154,Castanharana vermelha,195,62.07,65,17,1,0.3026,3.6009,"Eschweilera odora (Poepp, Ex Berg,) Miers",Lecythidaceae,,Explorável,587201.045,8895655.113
14,527,182,Copaíba,330,105.04,105,16,1,0.8666,9.7059,Copaifera multijuga Hayne,Caesalpiniaceae,,Explorável,587169.905,8895657.255
14,528,716,Manitê,223,70.98,75,14,1,0.3957,3.8782,"Brosimum alicastrum Sw, subsp, bolivarense (Pittier) C, C, Berg",Moraceae,,Explorável,587144.95,8895660.133
14,529,571,Castanharana branca,130,41.38,45,17,1,0.1345,1.6004,"Eschweilera juruensis R, Knuth",Lecythidaceae,,Corte futuro,587144.671,8895662.793
14,530,516,Sumauma preta,220,70.03,75,15,1,0.3852,4.0441,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,Explorável,587101.247,8895630.329
14,531,160,Caucho,173,55.07,55,12,1,0.2382,2.0006,"Castilla ulei Warb,",Moraceae,,Explorável,587053.827,8895643.873
15,532,434,Ipê amarelo,143,45.52,45,16,1,0.1627,1.8226,"Tabebuia serratifolia (Vahl) G, Nicholson",Bignoniaceae,,Corte futuro,587062.989,8895594.952
15,533,160,Caucho,158,50.29,55,13,1,0.1987,1.8078,"Castilla ulei Warb,",Moraceae,,Explorável,587069.45,8895607.689
15,534,9,Abiurana vermelha,188,59.84,55,15,1,0.2813,2.9532,"Pouteria torta (Mart,) Radlk, subsp, tuberculata (Sleumer) T, D, Penn",Sapotaceae,,Explorável,587068.917,8895607.505
15,568,513,Sumauma branca,410,130.51,135,18,1,1.3377,16.855,"Ceiba pentandra (L,) Gaertn,",Malvaceae,,Explorável,588762.742,8895679.549
15,569,516,Sumauma preta,251,79.9,75,14,2,0.5013,4.9132,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,Explorável,588786.55,8895677.47
15,570,511,Sucupira amarela,198,63.03,65,15,1,0.312,3.2757,"Diplotropis purpurea (Rich,) Amshoff",Fabaceae,,Rara,588790.69,8895683.317
15,571,322,Jutaí,146,46.47,45,16,1,0.1696,1.8998,Hymenaea oblongifolia Huber,Caesalpiniaceae,,Corte futuro,588798.431,8895677.913
15,572,2,Abiu,158,50.29,55,15,2,0.1987,2.0859,"Pouteria caimito (Ruiz & Pav,) Radlk,",Sapotaceae,,Rara,588798.003,8895679.546
16,573,160,Caucho,141,44.88,45,10,2,0.1582,1.1075,"Castilla ulei Warb,",Moraceae,,Corte futuro,588835.174,8895645.486
16,574,45,Angico,254,80.85,85,17,3,0.5134,6.1095,"Parkia nitida Miq,",Mimosaceae,Oco,Porta Semente,588841.037,8895638.243
16,575,160,Caucho,172,54.75,55,13,2,0.2354,2.1423,"Castilla ulei Warb,",Moraceae,,Porta Semente,588771.005,8895625.013
16,576,255,Garapeira,198,63.03,65,16,1,0.312,3.4941,Apuleia molaris Spruce ex Benth,Caesalpiniaceae,,Explorável,588765.293,8895666.984
16,608,160,Caucho,226,71.94,75,14,1,0.4064,3.9832,"Castilla ulei Warb,",Moraceae,,Explorável,587190.889,8895531.296
16,609,9,Abiurana vermelha,253,80.53,85,20,1,0.5094,7.1311,"Pouteria torta (Mart,) Radlk, subsp, tuberculata (Sleumer) T, D, Penn",Sapotaceae,,Explorável,587178.868,8895533.401
16,610,160,Caucho,220,70.03,75,14,3,0.3852,3.7745,"Castilla ulei Warb,",Moraceae,Oco,Porta Semente,587171.967,8895563.65
16,611,192,Cumaru ferro,283,90.08,95,16,1,0.6373,7.1381,"Dipteryx odorata (Aubl,) Willd,",Fabaceae,,Explorável,587086.477,8895517.107
16,612,394,Mulateiro,239,76.08,75,16,1,0.4546,5.091,"Calycophyllum spruceanum (Benth,) K, Schum,",Rubiaceae,,Explorável,587063.193,8895538.526
17,613,160,Caucho,222,70.66,75,12,1,0.3922,3.2944,"Castilla ulei Warb,",Moraceae,,Explorável,587106.698,8895505.418
17,614,160,Caucho,145,46.15,45,13,1,0.1673,1.5225,"Castilla ulei Warb,",Moraceae,,Corte futuro,587174.503,8895495.124
17,615,168,Cedro rosa,170,54.11,55,11,1,0.23,1.7708,"Cedrela odorata L,",Meliaceae,,Porta Semente,587182.716,8895479.441
17,616,182,Copaíba,339,107.91,105,17,1,0.9145,10.8827,Copaifera multijuga Hayne,Caesalpiniaceae,,Explorável,587172.288,8895517.661
17,617,45,Angico,236,75.12,75,14,2,0.4432,4.3435,"Parkia nitida Miq,",Mimosaceae,,Porta Semente,587166.1,8895526.768
17,618,394,Mulateiro,198,63.03,65,15,2,0.312,3.2757,"Calycophyllum spruceanum (Benth,) K, Schum,",Rubiaceae,,Porta Semente,587166.514,8895527.026
17,642,571,Castanharana branca,239,76.08,75,18,1,0.4546,5.7274,"Eschweilera juruensis R, Knuth",Lecythidaceae,,Explorável,588786.935,8895602.22
17,643,516,Sumauma preta,198,63.03,65,14,2,0.312,3.0574,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,Explorável,588841.67,8895600.491
18,674,168,Cedro rosa,180,57.3,55,11,2,0.2578,1.9853,"Cedrela odorata L,",Meliaceae,,Porta Semente,587175.554,8895427.816
18,675,170,Cerejeira,163,51.88,55,15,2,0.2114,2.22,"Amburana acreana (Ducke) A, C, Sm,",Fabaceae,,Porta Semente,587165.394,8895439.722
18,676,246,Figueira,141,44.88,45,12,2,0.1582,1.3289,"Ficus maxima Mill,",Moraceae,,Corte futuro,587159.175,8895440.006
18,677,374,Marupá,128,40.74,45,16,1,0.1304,1.4603,"Simarouba amara Aubl,",Simaroubaceae,,Corte futuro,587092.786,8895443.317
19,678,571,Castanharana branca,223,70.98,75,16,1,0.3957,4.4322,"Eschweilera juruensis R, Knuth",Lecythidaceae,,Explorável,587133.78,8895401.604
19,716,516,Sumauma preta,195,62.07,65,14,1,0.3026,2.9654,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,Explorável,588805.305,8895506.517
20,717,255,Garapeira,220,70.03,75,16,1,0.3852,4.3137,Apuleia molaris Spruce ex Benth,Caesalpiniaceae,,Explorável,588852.016,8895454.992
20,751,255,Garapeira,251,79.9,75,16,1,0.5013,5.6151,Apuleia molaris Spruce ex Benth,Caesalpiniaceae,,Explorável,587216.924,8895347.389
20,752,716,Manitê,226,71.94,75,17,1,0.4064,4.8368,"Brosimum alicastrum Sw, subsp, bolivarense (Pittier) C, C, Berg",Moraceae,,Explorável,587205.315,8895333.829
20,753,2,Abiu,565,179.85,175,15,1,2.5403,26.6733,"Pouteria caimito (Ruiz & Pav,) Radlk,",Sapotaceae,,Rara,587209.47,8895338.509
20,754,516,Sumauma preta,534,169.98,165,18,1,2.2692,28.5919,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,Explorável,587185.838,8895330.215
20,755,640,Imbiridiba amarela,223,70.98,75,16,1,0.3957,4.4322,"Terminalia amazonica (J, F, Gmel,) Exell",Combretaceae,,Explorável,587168.419,8895341.472
20,756,182,Copaíba,297,94.54,95,15,1,0.7019,7.3704,Copaifera multijuga Hayne,Caesalpiniaceae,,Explorável,587127.912,8895348.965
20,757,246,Figueira,223,70.98,75,16,1,0.3957,4.4322,"Ficus maxima Mill,",Moraceae,,APP,587097.387,8895343.246
20,758,505,Seringueira,,,#VALUE!,,,,,"Hevea brasiliensis (Willd, ex A, Juss) M³ll, Arg",Euphorbiaceae,,APP,587099.201,8895341.37
20,759,467,Pinho cuiabano,204,64.94,65,14,1,0.3312,3.2455,"Schizolobium amazonicum Huber ex Ducke,",Caesalpiniaceae,,APP,587075.384,8895336.051
21,760,154,Castanharana vermelha,158,50.29,55,17,1,0.1987,2.364,"Eschweilera odora (Poepp, Ex Berg,) Miers",Lecythidaceae,,APP,587078.433,8895308.786
21,761,571,Castanharana branca,163,51.88,55,18,1,0.2114,2.664,"Eschweilera juruensis R, Knuth",Lecythidaceae,,APP,587080.281,8895297.929
21,762,513,Sumauma branca,660,210.08,215,18,1,3.4664,43.6766,"Ceiba pentandra (L,) Gaertn,",Malvaceae,,APP,587141.121,8895298.663
21,763,157,Catuaba,171,54.43,55,15,1,0.2327,2.4433,"Qualea tessmannii Mildbr,",Vochysiaceae,,APP,587157.659,8895302.664
21,764,610,Amarelão,100,31.83,35,16,1,0.0796,0.8913,Aspidosperma williamsii Duarte,Apocynaceae,,APP,587232.394,8895324.264
21,792,246,Figueira,137,43.61,45,15,2,0.1494,1.5683,"Ficus maxima Mill,",Moraceae,,Corte futuro,588852.285,8895377.638
22,793,246,Figueira,153,48.7,45,14,1,0.1863,1.8256,"Ficus maxima Mill,",Moraceae,,Corte futuro,588863.41,8895347.044
22,794,516,Sumauma preta,208,66.21,65,12,1,0.3443,2.892,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,Explorável,588835.101,8895372.101
22,795,511,Sucupira amarela,238,75.76,75,17,1,0.4508,5.364,"Diplotropis purpurea (Rich,) Amshoff",Fabaceae,,Rara,588799.611,8895379.89
22,796,157,Catuaba,208,66.21,65,14,1,0.3443,3.374,"Qualea tessmannii Mildbr,",Vochysiaceae,,Explorável,588793.781,8895377.939
22,797,61,Aroeira,120,38.2,35,12,1,0.1146,0.9626,Astronium lecointei Ducke,Anacardiaceae,,Corte futuro,588795.319,8895371.818
22,833,45,Angico,286,91.04,95,18,1,0.6509,8.2015,"Parkia nitida Miq,",Mimosaceae,,APP,587221.759,8895276.123
22,834,571,Castanharana branca,179,56.98,55,16,1,0.255,2.8557,"Eschweilera juruensis R, Knuth",Lecythidaceae,,APP,587236.345,8895263.26
22,835,168,Cedro rosa,185,58.89,55,15,1,0.2724,2.8597,"Cedrela odorata L,",Meliaceae,,APP,587213.126,8895262.084
22,836,154,Castanharana vermelha,152,48.38,45,16,1,0.1839,2.0592,"Eschweilera odora (Poepp, Ex Berg,) Miers",Lecythidaceae,,APP,587200.549,8895262.235
22,837,157,Catuaba,173,55.07,55,14,1,0.2382,2.334,"Qualea tessmannii Mildbr,",Vochysiaceae,,Porta Semente,587177.651,8895234.346
22,838,640,Imbiridiba amarela,192,61.12,65,15,3,0.2934,3.0802,"Terminalia amazonica (J, F, Gmel,) Exell",Combretaceae,Oco,Porta Semente,587163.918,8895231.348
22,839,516,Sumauma preta,260,82.76,85,15,1,0.5379,5.6484,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,APP,587111.25,8895243.895
23,840,369,Marfim,184,58.57,55,16,1,0.2694,3.0175,Agonandra brasiliensis Miers ex Benth,Opiliaceae,,Rara,587087.938,8895196.544
23,841,382,Mogno/Aguano,192,61.12,65,14,2,0.2934,2.8749,Swietenia macrophylla King,Meliaceae,,Proibida,587082.511,8895178.428
23,842,513,Sumauma branca,222,70.66,75,18,1,0.3922,4.9416,"Ceiba pentandra (L,) Gaertn,",Malvaceae,,Porta Semente,587108.377,8895206.615
23,843,571,Castanharana branca,188,59.84,55,17,1,0.2813,3.347,"Eschweilera juruensis R, Knuth",Lecythidaceae,,Explorável,587138.078,8895194.866
23,844,571,Castanharana branca,198,63.03,65,20,1,0.312,4.3677,"Eschweilera juruensis R, Knuth",Lecythidaceae,,Explorável,587166.037,8895172.852
23,845,716,Manitê,192,61.12,65,13,1,0.2934,2.6695,"Brosimum alicastrum Sw, subsp, bolivarense (Pittier) C, C, Berg",Moraceae,,Explorável,587171.295,8895177.807
23,846,2,Abiu,310,98.68,95,17,1,0.7647,9.1004,"Pouteria caimito (Ruiz & Pav,) Radlk,",Sapotaceae,,Rara,587212.51,8895189.719
23,847,640,Imbiridiba amarela,207,65.89,65,12,3,0.341,2.8642,"Terminalia amazonica (J, F, Gmel,) Exell",Combretaceae,Oco,Porta Semente,587241.62,8895184.097
24,872,516,Sumauma preta,100,31.83,35,11,1,0.0796,0.6127,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,Corte futuro,588832.275,8895254.011
25,899,61,Aroeira,182,57.93,55,17,1,0.2636,3.1367,Astronium lecointei Ducke,Anacardiaceae,,Explorável,587114.344,8895101.639
25,900,610,Amarelão,185,58.89,55,15,1,0.2724,2.8597,Aspidosperma williamsii Duarte,Apocynaceae,,Explorável,587135.377,8895099.224
25,901,255,Garapeira,163,51.88,55,14,2,0.2114,2.072,Apuleia molaris Spruce ex Benth,Caesalpiniaceae,,Porta Semente,587135.315,8895085.035
25,930,394,Mulateiro,182,57.93,55,13,2,0.2636,2.3987,"Calycophyllum spruceanum (Benth,) K, Schum,",Rubiaceae,,Porta Semente,588808.201,8895219.185
25,931,263,Guaribeiro,173,55.07,55,17,1,0.2382,2.8342,"Phyllocarpus riedelii Tul,",Caesalpiniaceae,,Explorável,588886.836,8895219.233
26,932,304,Jatobá,271,86.26,85,18,1,0.5844,7.3638,"Hymenaea courbaril L,",Caesalpiniaceae,,Rara,588898.372,8895187.961
26,933,413,Orelhinha,208,66.21,65,15,2,0.3443,3.615,"Enterolobium schomburgkii Mart, ex, Benth,",Mimosaceae,,Rara,588851.42,8895160.021
26,934,168,Cedro rosa,117,37.24,35,11,1,0.1089,0.8388,"Cedrela odorata L,",Meliaceae,,Corte futuro,588848.863,8895162.604
26,957,160,Caucho,130,41.38,45,14,2,0.1345,1.318,"Castilla ulei Warb,",Moraceae,,Corte futuro,587258.862,8895064.857
26,958,785,Xixá vermelho,141,44.88,45,11,2,0.1582,1.2182,"Sterculia apetala Karst,",Malvaceae,,Rara,587219.253,8895059.781
26,959,154,Castanharana vermelha,195,62.07,65,19,1,0.3026,4.0245,"Eschweilera odora (Poepp, Ex Berg,) Miers",Lecythidaceae,,Explorável,587181.73,8895062.587
26,960,160,Caucho,147,46.79,45,13,2,0.172,1.5648,"Castilla ulei Warb,",Moraceae,,Corte futuro,587146.902,8895051.41
27,961,168,Cedro rosa,150,47.75,45,12,1,0.179,1.504,"Cedrela odorata L,",Meliaceae,,Corte futuro,587117.809,8895010.792
27,962,374,Marupá,195,62.07,65,15,1,0.3026,3.1772,"Simarouba amara Aubl,",Simaroubaceae,,Porta Semente,587160.323,8895016.464
27,963,160,Caucho,185,58.89,55,11,1,0.2724,2.0971,"Castilla ulei Warb,",Moraceae,,Explorável,587167.159,8895024.548
27,964,571,Castanharana branca,140,44.56,45,17,1,0.156,1.8561,"Eschweilera juruensis R, Knuth",Lecythidaceae,,Corte futuro,587234.869,8895009.519
27,965,157,Catuaba,214,68.12,65,14,2,0.3644,3.5714,"Qualea tessmannii Mildbr,",Vochysiaceae,,Porta Semente,587239.187,8895020.825
27,1002,516,Sumauma preta,124,39.47,35,10,2,0.1224,0.8565,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,Corte futuro,588798.62,8895126.072
27,1003,516,Sumauma preta,179,56.98,55,13,2,0.255,2.3203,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,Explorável,588869.248,8895116.76
28,1004,516,Sumauma preta,168,53.48,55,10,3,0.2246,1.5722,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,Oco,Porta Semente,588808.968,8895060.056
28,1036,154,Castanharana vermelha,214,68.12,65,18,1,0.3644,4.5919,"Eschweilera odora (Poepp, Ex Berg,) Miers",Lecythidaceae,,Explorável,587216.725,8894963.712
28,1037,434,Ipê amarelo,170,54.11,55,17,1,0.23,2.7367,"Tabebuia serratifolia (Vahl) G, Nicholson",Bignoniaceae,,Explorável,587191.337,8894950.909
28,1038,154,Castanharana vermelha,270,85.94,85,16,1,0.5801,6.4973,"Eschweilera odora (Poepp, Ex Berg,) Miers",Lecythidaceae,,Explorável,587115.87,8894941.721
29,1039,154,Castanharana vermelha,232,73.85,75,15,2,0.4283,4.4973,"Eschweilera odora (Poepp, Ex Berg,) Miers",Lecythidaceae,,Explorável,587094.412,8894899.279
29,1040,264,Guariúba,185,58.89,55,13,1,0.2724,2.4784,"Clarisia racemosa Ruiz & Pav,",Moraceae,,Rara,587135.772,8894901.143
29,1041,61,Aroeira,110,35.01,35,16,1,0.0963,1.0784,Astronium lecointei Ducke,Anacardiaceae,,Corte futuro,587160.646,8894898.812
29,1042,182,Copaíba,360,114.59,115,13,2,1.0313,9.385,Copaifera multijuga Hayne,Caesalpiniaceae,,Porta Semente,587166.907,8894877.851
29,1043,640,Imbiridiba amarela,198,63.03,65,12,1,0.312,2.6206,"Terminalia amazonica (J, F, Gmel,) Exell",Combretaceae,,Explorável,587195.255,8894880.257
29,1045,571,Castanharana branca,146,46.47,45,16,1,0.1696,1.8998,"Eschweilera juruensis R, Knuth",Lecythidaceae,,APP,587389.857,8894913.978
29,1046,394,Mulateiro,228,72.57,75,15,2,0.4137,4.3436,"Calycophyllum spruceanum (Benth,) K, Schum,",Rubiaceae,,Porta Semente,587470.646,8894924.21
29,1047,516,Sumauma preta,201,63.98,65,14,2,0.3215,3.1507,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,Explorável,587504.934,8894936.157
29,1048,513,Sumauma branca,320,101.86,105,20,1,0.8149,11.4082,"Ceiba pentandra (L,) Gaertn,",Malvaceae,,Porta Semente,587598.615,8894928.071
29,1049,513,Sumauma branca,283,90.08,95,18,1,0.6373,8.0303,"Ceiba pentandra (L,) Gaertn,",Malvaceae,,Porta Semente,587656.431,8894936.013
29,1050,160,Caucho,144,45.84,45,15,1,0.165,1.7326,"Castilla ulei Warb,",Moraceae,,Corte futuro,587661.264,8894932.507
29,1054,467,Pinho cuiabano,171,54.43,55,17,1,0.2327,2.769,"Schizolobium amazonicum Huber ex Ducke,",Caesalpiniaceae,,Explorável,587865.074,8894944.487
29,1055,571,Castanharana branca,177,56.34,55,15,1,0.2493,2.6177,"Eschweilera juruensis R, Knuth",Lecythidaceae,,Explorável,587996.102,8894944.456
29,1056,304,Jatobá,229,72.89,75,18,1,0.4173,5.2581,"Hymenaea courbaril L,",Caesalpiniaceae,,Rara,588030.033,8894960.426
29,1057,246,Figueira,270,85.94,85,17,1,0.5801,6.9034,"Ficus maxima Mill,",Moraceae,,Explorável,588073.948,8894975.464
29,1058,528,Tamarina,197,62.71,65,16,1,0.3088,3.4589,"Dialium guianense (Aubl,) Sandwith",Caesalpiniaceae,,Explorável,588083.91,8894961.871
29,1060,307,Jequitibá,243,77.35,75,16,1,0.4699,5.2628,Cariniana micrantha Ducke,Lecythidaceae,,Porta Semente,588129.761,8894968.312
29,1061,536,Tauari,258,82.12,85,18,2,0.5297,6.6742,"Couratari macrosperma A, C, Sm,",Lecythidaceae,,Rara,588167.051,8894971.706
29,1064,467,Pinho cuiabano,226,71.94,75,15,1,0.4064,4.2677,"Schizolobium amazonicum Huber ex Ducke,",Caesalpiniaceae,,APP,588386.3,8895000.153
29,1065,467,Pinho cuiabano,226,71.94,75,14,1,0.4064,3.9832,"Schizolobium amazonicum Huber ex Ducke,",Caesalpiniaceae,,APP,588398.553,8895002.857
29,1066,45,Angico,229,72.89,75,16,1,0.4173,4.6739,"Parkia nitida Miq,",Mimosaceae,,Porta Semente,588421.945,8894973.002
